PERDIGAO;1;16;17
PERDIZES;5;50;55
PERDOES;3;28;31
PERIQUITO;1;29;30
PESCADOR;-;6;6
PIAU;-;8;8
PIEDADE DE CARATINGA;1;33;34
PIEDADE DE PONTE NOVA;-;11;11
PIEDADE DO RIO GRANDE;-;3;3
PIEDADE DOS GERAIS;1;8;9
PIMENTA;1;21;22
PINGO-D'AGUA;-;4;4
PIRACEMA;1;6;7
PIRANGA;1;22;23
PIRANGUCU;-;43;43
PIRANGUINHO;3;83;86
PIRAPETINGA;1;20;21
PIRAPORA;1;14;15
PIRAUBA;1;16;17
PITANGUI;13;108;121
PIUMHI;17;123;140
PLANURA;2;26;28
POCO FUNDO;4;81;85
POCOS DE CALDAS;21;762;783
POMPEU;1;41;42
PONTE NOVA;4;145;149
PORTEIRINHA;2;33;35
PORTO FIRME;-;4;4
POTE;-;23;23
POUSO ALEGRE;22;467;489
POUSO ALTO;-;18;18
PRADOS;2;6;8
PRATA;1;27;28
PRATAPOLIS;5;17;22
PRATINHA;2;6;8
PRESIDENTE BERNARDES;1;3;4
PRESIDENTE JUSCELINO;-;7;7
PRESIDENTE KUBITSCHEK;-;4;4
PRUDENTE DE MORAIS;2;9;11
QUARTEL GERAL;-;9;9
QUELUZITO;-;2;2
RAPOSOS;3;24;27
RAUL SOARES;-;16;16
RECREIO;3;10;13
RESENDE COSTA;1;30;31
RESPLENDOR;2;29;31
RESSAQUINHA;-;7;7
RIACHINHO;1;10;11
RIACHO DOS MACHADOS;-;2;2
RIBEIRAO DAS NEVES;21;299;320
RIO ACIMA;1;4;5
RIO CASCA;-;18;18
RIO DOCE;-;14;14
RIO DO PRADO;-;1;1
RIO ESPERA;-;2;2
RIO NOVO;-;7;7
RIO PARDO DE MINAS;1;58;59
RIO PIRACICABA;-;12;12
RIO POMBA;4;86;90
RIO PRETO;-;1;1
RIO VERMELHO;-;2;2
RITAPOLIS;-;11;11
RODEIRO;-;2;2
ROMARIA;1;10;11
SABARA;13;173;186
SABINOPOLIS;-;20;20
SACRAMENTO;3;66;69
SALINAS;-;27;27
SALTO DA DIVISA;-;7;7
SANTA BARBARA;1;70;71
SANTA BARBARA DO LESTE;1;12;13
SANTA BARBARA DO MONTE VERDE;-;2;2
SANTA BARBARA DO TUGURIO;-;6;6
SANTA CRUZ DE MINAS;1;7;8
SANTA CRUZ DO ESCALVADO;-;4;4
SANTA JULIANA;1;25;26
SANTA LUZIA;4;61;65
SANTA MARGARIDA;1;51;52
SANTA MARIA DE ITABIRA;-;11;11
SANTA MARIA DO SALTO;-;2;2
SANTA MARIA DO SUACUI;-;7;7
SANTANA DE PIRAPAMA;-;4;4
SANTANA DO GARAMBEU;-;3;3
SANTANA DO JACARE;-;17;17
SANTANA DO PARAISO;2;77;79
SANTANA DOS MONTES;1;10;11
SANTA RITA DE CALDAS;2;43;45
SANTA RITA DE JACUTINGA;-;10;10
SANTA RITA DE MINAS;3;3;6
SANTA RITA DE IBITIPOCA;-;7;7
SANTA RITA DO SAPUCAI;14;182;196
SANTA ROSA DA SERRA;1;18;19
SANTA VITORIA;9;110;119
SANTO ANTONIO DO AMPARO;1;12;13
SANTO ANTONIO DO AVENTUREIRO;-;8;8
SANTO ANTONIO DO GRAMA;1;17;18
SANTO ANTONIO DO ITAMBE;4;17;21
SANTO ANTONIO DO JACINTO;1;2;3
SANTO ANTONIO DO MONTE;2;39;41
SANTO ANTONIO DO RETIRO;-;2;2
SANTO ANTONIO DO RIO ABAIXO;-;2;2
SANTO HIPOLITO;-;1;1
SANTOS DUMONT;1;10;11
SAO BENTO ABADE;-;11;11
SAO BRAS DO SUACUI;-;26;26
SAO DOMINGOS DAS DORES;3;9;12
SAO DOMINGOS DO PRATA;3;36;39
SAO FELIX DE MINAS;1;7;8
SAO FRANCISCO;-;13;13
SAO FRANCISCO DE SALES;1;19;20
SAO GERALDO;-;14;14
SAO GERALDO DO BAIXIO;-;4;4
SAO GONCALO DO ABAETE;1;7;8
SAO GONCALO DO RIO ABAIXO;-;15;15
SAO GONCALO DO SAPUCAI;8;87;95
SAO GOTARDO;11;66;77
SAO JOAO BATISTA DO GLORIA;1;49;50
SAO JOAO DA MATA;-;8;8
SAO JOAO DA PONTE;-;35;35
SAO JOAO DEL REI;31;139;170
SAO JOAO DO MANHUACU;1;14;15
SAO JOAO DO ORIENTE;3;32;35
SAO JOAO DO PARAISO;-;10;10
SAO JOAO NEPOMUCENO;3;72;75
SAO JOAQUIM DE BICAS;4;40;44
SAO JOSE DA BARRA;5;18;23
SAO JOSE DA LAPA;1;12;13
SAO JOSE DA SAFIRA;-;19;19
SAO JOSE DA VARGINHA;-;15;15
SAO JOSE DO ALEGRE;-;6;6
SAO JOSE DO DIVINO;-;17;17
SAO JOSE DO GOIABAL;1;8;9
SAO JOSE DO JACURI;1;-;1
SAO LOURENCO;19;213;232
SAO MIGUEL DO ANTA;-;19;19
SAO PEDRO DA UNIAO;-;16;16
SAO PEDRO DOS FERROS;1;28;29
SAO PEDRO DO SUACUI;-;5;5
SAO SEBASTIAO DA BELA VISTA;1;16;17
SAO SEBASTIAO DA VARGEM ALEGRE;1;6;7
SAO SEBASTIAO DO ANTA;-;1;1
SAO SEBASTIAO DO OESTE;1;4;5
SAO SEBASTIAO DO PARAISO;28;372;400
SAO SEBASTIAO DO RIO VERDE;1;8;9
SAO TIAGO;1;79;80
SAO TOMAS DE AQUINO;-;15;15
SAO THOME DAS LETRAS;1;1;2
SAO VICENTE DE MINAS;-;10;10
SAPUCAI-MIRIM;-;50;50
SARDOA;-;17;17
SARZEDO;9;60;69
SENADOR AMARAL;-;39;39
SENADOR FIRMINO;-;1;1
SENADOR JOSE BENTO;-;13;13
SENADOR MODESTINO GONCALVES;-;10;10
SENHORA DE OLIVEIRA;-;9;9
SENHORA DO PORTO;1;7;8
SENHORA DOS REMEDIOS;-;28;28
SERITINGA;-;7;7
SERRA AZUL DE MINAS;-;5;5
SERRA DA SAUDADE;1;3;4
SERRA DOS AIMORES;-;5;5
SERRA DO SALITRE;-;10;10
SERRANIA;1;44;45
SERRANOS;-;1;1
SERRO;1;23;24
SILVEIRANIA;-;2;2
SILVIANOPOLIS;-;19;19
SOBRALIA;-;1;1
SOLEDADE DE MINAS;-;30;30
TABULEIRO;-;5;5
TAPIRAI;-;11;11
TAQUARACU DE MINAS;-;1;1
TEIXEIRAS;1;19;20
TEOFILO OTONI;2;111;113
TIMOTEO;-;1;1
TIRADENTES;-;23;23
TIROS;-;5;5
TOCANTINS;-;20;20
TOCOS DO MOJI;3;13;16
TOLEDO;-;23;23
TOMBOS;-;15;15
TRES CORACOES;1;20;21
TRES PONTAS;9;261;270
TURMALINA;-;24;24
TURVOLANDIA;-;28;28
UBA;9;212;221
UBAI;-;4;4
UBAPORANGA;2;9;11
UBERABA;103;1795;1898
UBERLANDIA;77;1070;1147
UMBURATIBA;-;6;6
UNAI;16;199;215
UNIAO DE MINAS;-;9;9
URUANA DE MINAS;2;3;5
URUCANIA;-;33;33
VARGEM ALEGRE;1;17;18
VARGEM GRANDE DO RIO PARDO;-;1;1
VARGINHA;14;181;195
VARJAO DE MINAS;3;7;10
VARZEA DA PALMA;1;63;64
VARZELANDIA;1;4;5
VAZANTE;2;11;13
VERDELANDIA;2;3;5
VERISSIMO;1;2;3
VERMELHO NOVO;2;30;32
VESPASIANO;9;122;131
VICOSA;11;248;259
VIEIRAS;-;3;3
VIRGEM DA LAPA;-;5;5
VIRGINIA;-;1;1
VOLTA GRANDE;-;2;2
WENCESLAU BRAZ;-;7;7
Total;2110;34525;36635
