PONTE NOVA;54;95;149
PORTEIRINHA;13;22;35
PORTO FIRME;2;2;4
POTE;5;18;23
POUSO ALEGRE;201;288;489
POUSO ALTO;7;11;18
PRADOS;2;6;8
PRATA;14;14;28
PRATAPOLIS;10;12;22
PRATINHA;5;3;8
PRESIDENTE BERNARDES;-;4;4
PRESIDENTE JUSCELINO;2;5;7
PRESIDENTE KUBITSCHEK;-;4;4
PRUDENTE DE MORAIS;1;10;11
QUARTEL GERAL;3;6;9
QUELUZITO;1;1;2
RAPOSOS;11;16;27
RAUL SOARES;6;10;16
RECREIO;4;9;13
RESENDE COSTA;12;19;31
RESPLENDOR;14;17;31
RESSAQUINHA;3;4;7
RIACHINHO;6;5;11
RIACHO DOS MACHADOS;-;2;2
RIBEIRAO DAS NEVES;159;161;320
RIO ACIMA;4;1;5
RIO CASCA;5;13;18
RIO DOCE;11;3;14
RIO DO PRADO;1;-;1
RIO ESPERA;1;1;2
RIO NOVO;4;3;7
RIO PARDO DE MINAS;15;44;59
RIO PIRACICABA;9;3;12
RIO POMBA;40;50;90
RIO PRETO;-;1;1
RIO VERMELHO;-;2;2
RITAPOLIS;4;7;11
RODEIRO;-;2;2
ROMARIA;7;4;11
SABARA;86;100;186
SABINOPOLIS;7;13;20
SACRAMENTO;32;37;69
SALINAS;4;23;27
SALTO DA DIVISA;1;6;7
SANTA BARBARA;21;50;71
SANTA BARBARA DO LESTE;6;7;13
SANTA BARBARA DO MONTE VERDE;-;2;2
SANTA BARBARA DO TUGURIO;3;3;6
SANTA CRUZ DE MINAS;3;5;8
SANTA CRUZ DO ESCALVADO;3;1;4
SANTA JULIANA;9;17;26
SANTA LUZIA;46;19;65
SANTA MARGARIDA;6;46;52
SANTA MARIA DE ITABIRA;3;8;11
SANTA MARIA DO SALTO;-;2;2
SANTA MARIA DO SUACUI;-;7;7
SANTANA DE PIRAPAMA;1;3;4
SANTANA DO GARAMBEU;1;2;3
SANTANA DO JACARE;6;11;17
SANTANA DO PARAISO;33;46;79
SANTANA DOS MONTES;1;10;11
SANTA RITA DE CALDAS;17;28;45
SANTA RITA DE JACUTINGA;4;6;10
SANTA RITA DE MINAS;4;2;6
