PADRE PARAISO;-;4;4
PAINEIRAS;1;7;8
PAINS;5;12;17
PAI PEDRO;-;4;4
PAIVA;-;6;6
PALMA;-;9;9
PALMOPOLIS;2;6;8
PAPAGAIOS;4;10;14
PARACATU;9;55;64
PARA DE MINAS;121;370;491
PARAISOPOLIS;26;67;93
PARAOPEBA;3;7;10
PASSA-VINTE;-;4;4
PASSOS;49;182;231
PATOS DE MINAS;63;241;304
PATROCINIO;19;74;93
PAULA CANDIDO;15;29;44
PECANHA;-;3;3
PEDRA AZUL;-;2;2
PEDRA DO ANTA;-;4;4
PEDRA DOURADA;-;1;1
PEDRALVA;13;49;62
PEDRAS DE MARIA DA CRUZ;-;1;1
PEDRINOPOLIS;1;2;3
PEDRO LEOPOLDO;4;23;27
PEQUI;4;7;11
PERDIGAO;4;13;17
PERDIZES;8;47;55
PERDOES;5;26;31
PERIQUITO;2;28;30
PESCADOR;1;5;6
PIAU;1;7;8
PIEDADE DE CARATINGA;8;26;34
PIEDADE DE PONTE NOVA;2;9;11
PIEDADE DO RIO GRANDE;1;2;3
PIEDADE DOS GERAIS;2;7;9
PIMENTA;7;15;22
PINGO-D'AGUA;1;3;4
PIRACEMA;2;5;7
PIRANGA;2;21;23
PIRANGUCU;11;32;43
PIRANGUINHO;11;75;86
PIRAPETINGA;3;18;21
PIRAPORA;1;14;15
PIRAUBA;4;13;17
PITANGUI;31;90;121
PIUMHI;39;101;140
PLANURA;7;21;28
POCO FUNDO;20;65;85
POCOS DE CALDAS;182;601;783
POMPEU;9;33;42
PONTE NOVA;35;114;149
PORTEIRINHA;8;27;35
PORTO FIRME;2;2;4
POTE;3;20;23
POUSO ALEGRE;123;366;489
POUSO ALTO;2;16;18
PRADOS;3;5;8
PRATA;5;23;28
PRATAPOLIS;4;18;22
PRATINHA;2;6;8
PRESIDENTE BERNARDES;-;4;4
PRESIDENTE JUSCELINO;2;5;7
PRESIDENTE KUBITSCHEK;1;3;4
PRUDENTE DE MORAIS;2;9;11
QUARTEL GERAL;2;7;9
QUELUZITO;-;2;2
RAPOSOS;6;21;27
RAUL SOARES;2;14;16
RECREIO;4;9;13
RESENDE COSTA;4;27;31
RESPLENDOR;5;26;31
RESSAQUINHA;2;5;7
RIACHINHO;5;6;11
RIACHO DOS MACHADOS;-;2;2
RIBEIRAO DAS NEVES;54;266;320
RIO ACIMA;-;5;5
RIO CASCA;2;16;18
RIO DOCE;3;11;14
RIO DO PRADO;1;-;1
RIO ESPERA;1;1;2
RIO NOVO;2;5;7
RIO PARDO DE MINAS;4;55;59
RIO PIRACICABA;2;10;12
RIO POMBA;15;75;90
RIO PRETO;-;1;1
RIO VERMELHO;-;2;2
RITAPOLIS;1;10;11
RODEIRO;1;1;2
ROMARIA;1;10;11
SABARA;37;149;186
SABINOPOLIS;5;15;20
SACRAMENTO;15;54;69
SALINAS;4;23;27
SALTO DA DIVISA;1;6;7
SANTA BARBARA;10;61;71
SANTA BARBARA DO LESTE;6;7;13
SANTA BARBARA DO MONTE VERDE;-;2;2
SANTA BARBARA DO TUGURIO;2;4;6
SANTA CRUZ DE MINAS;2;6;8
SANTA CRUZ DO ESCALVADO;1;3;4
SANTA JULIANA;4;22;26
SANTA LUZIA;9;56;65
SANTA MARGARIDA;7;45;52
SANTA MARIA DE ITABIRA;1;10;11
SANTA MARIA DO SALTO;1;1;2
SANTA MARIA DO SUACUI;1;6;7
SANTANA DE PIRAPAMA;-;4;4
SANTANA DO GARAMBEU;1;2;3
SANTANA DO JACARE;5;12;17
SANTANA DO PARAISO;17;62;79
SANTANA DOS MONTES;4;7;11
SANTA RITA DE CALDAS;10;35;45
SANTA RITA DE JACUTINGA;3;7;10
SANTA RITA DE MINAS;1;5;6
SANTA RITA DE IBITIPOCA;-;7;7
SANTA RITA DO SAPUCAI;39;157;196
SANTA ROSA DA SERRA;3;16;19
SANTA VITORIA;27;92;119
SANTO ANTONIO DO AMPARO;4;9;13
SANTO ANTONIO DO AVENTUREIRO;1;7;8
SANTO ANTONIO DO GRAMA;2;16;18
SANTO ANTONIO DO ITAMBE;-;21;21
SANTO ANTONIO DO JACINTO;2;1;3
SANTO ANTONIO DO MONTE;10;31;41
SANTO ANTONIO DO RETIRO;1;1;2
SANTO ANTONIO DO RIO ABAIXO;-;2;2
SANTO HIPOLITO;-;1;1
SANTOS DUMONT;2;9;11
SAO BENTO ABADE;4;7;11
SAO BRAS DO SUACUI;6;20;26
SAO DOMINGOS DAS DORES;8;4;12
SAO DOMINGOS DO PRATA;6;33;39
SAO FELIX DE MINAS;3;5;8
SAO FRANCISCO;-;13;13
SAO FRANCISCO DE SALES;6;14;20
SAO GERALDO;3;11;14
SAO GERALDO DO BAIXIO;-;4;4
SAO GONCALO DO ABAETE;2;6;8
SAO GONCALO DO RIO ABAIXO;3;12;15
SAO GONCALO DO SAPUCAI;24;71;95
SAO GOTARDO;13;64;77
SAO JOAO BATISTA DO GLORIA;17;33;50
SAO JOAO DA MATA;3;5;8
SAO JOAO DA PONTE;5;30;35
SAO JOAO DEL REI;29;141;170
SAO JOAO DO MANHUACU;3;12;15
SAO JOAO DO ORIENTE;10;25;35
SAO JOAO DO PARAISO;4;6;10
SAO JOAO NEPOMUCENO;15;60;75
SAO JOAQUIM DE BICAS;8;36;44
SAO JOSE DA BARRA;6;17;23
SAO JOSE DA LAPA;2;11;13
SAO JOSE DA SAFIRA;1;18;19
SAO JOSE DA VARGINHA;3;12;15
SAO JOSE DO ALEGRE;-;6;6
SAO JOSE DO DIVINO;4;13;17
SAO JOSE DO GOIABAL;2;7;9
SAO JOSE DO JACURI;-;1;1
SAO LOURENCO;32;200;232
SAO MIGUEL DO ANTA;4;15;19
SAO PEDRO DA UNIAO;3;13;16
SAO PEDRO DOS FERROS;8;21;29
SAO PEDRO DO SUACUI;1;4;5
SAO SEBASTIAO DA BELA VISTA;2;15;17
SAO SEBASTIAO DA VARGEM ALEGRE;1;6;7
SAO SEBASTIAO DO ANTA;-;1;1
SAO SEBASTIAO DO OESTE;2;3;5
SAO SEBASTIAO DO PARAISO;89;311;400
SAO SEBASTIAO DO RIO VERDE;1;8;9
SAO TIAGO;17;63;80
SAO TOMAS DE AQUINO;4;11;15
SAO THOME DAS LETRAS;-;2;2
SAO VICENTE DE MINAS;3;7;10
SAPUCAI-MIRIM;14;36;50
SARDOA;1;16;17
SARZEDO;16;53;69
SENADOR AMARAL;5;34;39
SENADOR FIRMINO;1;-;1
SENADOR JOSE BENTO;1;12;13
SENADOR MODESTINO GONCALVES;3;7;10
SENHORA DE OLIVEIRA;4;5;9
SENHORA DO PORTO;2;6;8
SENHORA DOS REMEDIOS;7;21;28
SERITINGA;-;7;7
SERRA AZUL DE MINAS;-;5;5
SERRA DA SAUDADE;1;3;4
SERRA DOS AIMORES;2;3;5
SERRA DO SALITRE;-;10;10
SERRANIA;8;37;45
SERRANOS;-;1;1
SERRO;4;20;24
SILVEIRANIA;1;1;2
SILVIANOPOLIS;6;13;19
SOBRALIA;-;1;1
SOLEDADE DE MINAS;3;27;30
TABULEIRO;1;4;5
TAPIRAI;3;8;11
TAQUARACU DE MINAS;-;1;1
TEIXEIRAS;2;18;20
TEOFILO OTONI;25;88;113
TIMOTEO;1;-;1
TIRADENTES;1;22;23
TIROS;2;3;5
TOCANTINS;3;17;20
TOCOS DO MOJI;2;14;16
TOLEDO;7;16;23
TOMBOS;3;12;15
TRES CORACOES;3;18;21
TRES PONTAS;69;201;270
TURMALINA;5;19;24
TURVOLANDIA;2;26;28
UBA;30;191;221
UBAI;-;4;4
UBAPORANGA;2;9;11
UBERABA;469;1429;1898
UBERLANDIA;235;912;1147
UMBURATIBA;1;5;6
UNAI;52;163;215
UNIAO DE MINAS;1;8;9
URUANA DE MINAS;1;4;5
URUCANIA;8;25;33
VARGEM ALEGRE;2;16;18
VARGEM GRANDE DO RIO PARDO;-;1;1
VARGINHA;61;134;195
VARJAO DE MINAS;1;9;10
VARZEA DA PALMA;8;56;64
VARZELANDIA;2;3;5
VAZANTE;4;9;13
VERDELANDIA;-;5;5
VERISSIMO;1;2;3
VERMELHO NOVO;12;20;32
VESPASIANO;10;121;131
VICOSA;41;218;259
VIEIRAS;-;3;3
VIRGEM DA LAPA;-;5;5
VIRGINIA;-;1;1
VOLTA GRANDE;-;2;2
WENCESLAU BRAZ;1;6;7
Total;7494;29141;36635
